timestamp,turbine_id,wind_speed,wind_direction,power_output
2022-03-24 06:00:00,42,13.5,167,2.82
2022-03-24 07:00:00,42,12.7,91,3.34
2022-03-24 08:00:00,42,13.2,352,4.33
2022-03-24 09:00:00,42,10.3,58,2.22
2022-03-24 10:00:00,42,9.8,58,1.86
2022-03-24 11:00:00,42,9.1,303,2.09
2022-03-24 12:00:00,42,11.1,168,4.16
2022-03-24 13:00:00,42,12.5,268,3.44
2022-03-24 14:00:00,42,11.4,44,2.36
2022-03-24 15:00:00,42,11.6,344,3.95
2022-03-24 16:00:00,42,14.4,180,4.08
2022-03-24 17:00:00,42,11.1,169,4.04
2022-03-24 18:00:00,42,12.1,355,4.26
2022-03-24 19:00:00,42,13.7,190,2.26
2022-03-24 20:00:00,42,11.4,154,3.77
2022-03-24 21:00:00,42,12.7,187,2.88
2022-03-24 22:00:00,42,14.2,6,4.03
2022-03-24 23:00:00,42,14.7,132,3.69
2022-03-25 00:00:00,42,9.9,234,3.83
2022-03-25 01:00:00,42,14.6,44,3.47
2022-03-25 02:00:00,42,12.0,313,2.03
2022-03-25 03:00:00,42,10.5,248,3.14
2022-03-25 04:00:00,42,11.8,30,4.45
2022-03-25 05:00:00,42,14.9,22,4.31
2022-03-25 06:00:00,42,12.0,159,1.63
2022-03-25 07:00:00,42,11.0,157,1.99
2022-03-25 08:00:00,42,12.8,38,1.9
2022-03-25 09:00:00,42,10.4,81,3.68
2022-03-25 10:00:00,42,9.5,355,3.95
2022-03-25 11:00:00,42,9.8,257,2.14
2022-03-25 12:00:00,42,9.8,205,3.02
2022-03-25 13:00:00,42,9.9,76,4.02
2022-03-25 14:00:00,42,9.8,11,3.7
2022-03-25 15:00:00,42,12.8,294,3.13
2022-03-25 16:00:00,42,10.1,223,3.27
2022-03-25 17:00:00,42,11.1,12,3.03
2022-03-25 18:00:00,42,14.4,45,2.39
2022-03-25 19:00:00,42,11.8,154,3.2
2022-03-25 20:00:00,42,13.0,112,3.57
2022-03-25 21:00:00,42,10.0,232,4.12
2022-03-25 22:00:00,42,10.2,16,3.41
2022-03-25 23:00:00,42,9.2,359,3.78
2022-03-26 00:00:00,42,10.0,222,1.98
2022-03-26 00:00:00,42,10.0,222,2.28
2022-03-26 01:00:00,42,10.7,353,2.88
2022-03-26 02:00:00,42,10.1,187,1.53
2022-03-26 03:00:00,42,9.5,343,2.24
2022-03-26 04:00:00,42,9.7,162,3.68
2022-03-26 05:00:00,42,11.8,325,4.48
2022-03-26 06:00:00,42,10.2,73,1.8
2022-03-26 07:00:00,42,11.2,232,2.7
2022-03-26 08:00:00,42,12.0,223,3.9
2022-03-26 09:00:00,42,13.1,318,2.11
2022-03-26 10:00:00,42,9.2,59,3.17
2022-03-26 11:00:00,42,13.8,334,3.7
2022-03-26 12:00:00,42,12.8,221,3.35
2022-03-26 13:00:00,42,9.5,36,2.06
2022-03-26 14:00:00,42,14.2,277,2.57
2022-03-26 15:00:00,42,14.5,195,3.85
2022-03-26 16:00:00,42,9.4,351,3.16
2022-03-26 17:00:00,42,10.7,241,1.52
2022-03-26 18:00:00,42,13.8,323,3.78
2022-03-26 19:00:00,42,13.5,218,1.61
2022-03-26 20:00:00,42,10.1,191,3.74
2022-03-26 21:00:00,42,10.3,16,2.11
2022-03-26 22:00:00,42,11.2,11,4.37
2022-03-26 23:00:00,42,11.9,192,2.6
2022-03-27 00:00:00,42,12.7,21,2.48
2022-03-27 01:00:00,42,11.2,119,1.95
2022-03-27 02:00:00,42,11.8,209,2.42
2022-03-27 03:00:00,42,13.5,305,4.13
2022-03-27 04:00:00,42,9.2,269,4.49
2022-03-27 05:00:00,42,10.5,191,2.6
2022-03-27 06:00:00,42,13.3,174,2.85
2022-03-27 07:00:00,42,14.4,284,3.67
2022-03-27 08:00:00,42,12.1,203,4.16
2022-03-27 09:00:00,42,12.2,163,3.28
2022-03-27 10:00:00,42,9.6,250,2.67
2022-03-27 11:00:00,42,11.7,226,2.74
2022-03-27 12:00:00,42,12.2,6,3.59
2022-03-27 13:00:00,42,10.5,28,1.51
2022-03-27 14:00:00,42,10.6,32,3.36
2022-03-27 15:00:00,42,11.3,133,2.57
2022-03-27 16:00:00,42,9.1,78,3.88
2022-03-27 17:00:00,42,10.9,57,1.78
2022-03-27 18:00:00,42,10.3,25,3.26
2022-03-27 19:00:00,42,11.0,225,2.94
2022-03-27 20:00:00,42,9.7,284,3.43
2022-03-27 21:00:00,42,14.3,3,1.69
2022-03-27 22:00:00,42,12.6,98,3.24
2022-03-27 23:00:00,42,13.1,38,3.18
2022-03-28 00:00:00,42,13.7,270,3.18
2022-03-28 01:00:00,42,12.0,284,3.31
2022-03-28 02:00:00,42,9.5,156,3.53
2022-03-28 03:00:00,42,12.2,74,3.91
2022-03-28 04:00:00,42,12.5,287,2.31
2022-03-28 05:00:00,42,13.5,129,3.98
2022-03-28 06:00:00,42,11.6,174,2.99
2022-03-28 07:00:00,42,9.8,83,1.73
2022-03-28 08:00:00,42,10.7,21,1.68
2022-03-28 09:00:00,42,11.2,26,2.5
2022-03-28 10:00:00,42,12.9,194,3.85
2022-03-28 11:00:00,42,12.4,336,3.62
2022-03-28 12:00:00,42,11.1,235,3.87
2022-03-28 13:00:00,42,14.9,91,3.05
2022-03-28 14:00:00,42,12.6,20,2.82
2022-03-28 15:00:00,42,10.4,302,1.94
2022-03-28 16:00:00,42,9.6,356,2.48
2022-03-28 17:00:00,42,9.9,83,2.8
2022-03-28 18:00:00,42,10.5,261,1.77
2022-03-28 19:00:00,42,10.0,146,2.16
2022-03-28 20:00:00,42,10.1,256,3.29
2022-03-28 21:00:00,42,10.7,57,3.71
2022-03-28 22:00:00,42,10.0,14,4.5
2022-03-28 23:00:00,42,14.4,161,4.3
2022-03-29 00:00:00,42,9.5,162,3.43
2022-03-29 01:00:00,42,12.1,319,2.76
2022-03-29 02:00:00,42,11.5,280,3.41
2022-03-29 03:00:00,42,14.9,279,3.86
2022-03-29 04:00:00,42,9.7,11,1.86
2022-03-29 05:00:00,42,11.4,273,2.73
2022-03-29 06:00:00,42,14.8,270,4.02
2022-03-29 07:00:00,42,14.2,207,2.65
2022-03-29 08:00:00,42,13.9,26,3.22
2022-03-29 09:00:00,42,10.5,71,3.26
2022-03-29 10:00:00,42,10.0,59,2.05
2022-03-29 11:00:00,42,13.0,144,2.59
2022-03-29 12:00:00,42,14.6,92,2.5
2022-03-29 13:00:00,42,12.3,308,1.58
2022-03-29 14:00:00,42,12.4,7,1.57
2022-03-29 15:00:00,42,10.7,78,4.0
2022-03-29 16:00:00,42,13.6,26,2.32
2022-03-29 17:00:00,42,10.1,173,3.05
2022-03-29 18:00:00,42,10.9,49,2.4
2022-03-29 19:00:00,42,11.6,198,4.32
2022-03-29 20:00:00,42,12.0,348,2.28
2022-03-29 21:00:00,42,10.5,180,2.79
2022-03-29 22:00:00,42,9.7,23,4.12
2022-03-29 23:00:00,42,12.7,315,4.03
2022-03-30 00:00:00,42,10.7,45,2.06
2022-03-30 01:00:00,42,12.5,14,3.91
2022-03-30 02:00:00,42,9.9,152,2.87
2022-03-30 03:00:00,42,11.9,221,2.95
2022-03-30 04:00:00,42,12.2,205,1.9
2022-03-30 05:00:00,42,9.3,272,1.74
2022-03-30 06:00:00,42,11.0,235,3.68
2022-03-30 07:00:00,42,9.8,339,2.99
2022-03-30 08:00:00,42,9.4,227,2.81
2022-03-30 09:00:00,42,14.9,8,3.69
2022-03-30 10:00:00,42,10.9,165,3.8
2022-03-30 11:00:00,42,13.9,318,1.98
2022-03-30 12:00:00,42,10.5,213,3.33
2022-03-30 13:00:00,42,13.1,116,1.91
2022-03-30 14:00:00,42,13.6,343,3.75
2022-03-30 15:00:00,42,12.6,71,3.47
2022-03-30 16:00:00,42,11.8,63,4.37
2022-03-30 17:00:00,42,11.5,204,1.71
2022-03-30 18:00:00,42,11.1,208,1.67
2022-03-30 19:00:00,42,14.6,71,2.35
2022-03-30 20:00:00,42,14.0,276,2.29
2022-03-30 21:00:00,42,14.8,273,2.24
2022-03-30 22:00:00,42,9.7,319,4.22
2022-03-30 23:00:00,42,13.4,337,2.25
2022-03-31 00:00:00,42,14.6,94,2.32
2022-03-31 01:00:00,42,10.1,165,3.78
2022-03-31 02:00:00,42,9.4,31,2.85
2022-03-31 03:00:00,42,13.4,10,3.83
2022-03-31 04:00:00,42,12.4,300,1.7
2022-03-31 05:00:00,42,14.1,216,2.96
2022-03-31 06:00:00,42,9.8,288,1.6
2022-03-31 07:00:00,42,13.8,101,1.69
2022-03-31 08:00:00,42,10.2,266,4.22
2022-03-31 09:00:00,42,10.0,213,1.92
2022-03-31 10:00:00,42,10.0,178,3.1
2022-03-31 11:00:00,42,13.9,87,2.73
2022-03-31 12:00:00,42,13.0,40,2.54
2022-03-31 13:00:00,42,12.1,75,4.2
2022-03-31 14:00:00,42,11.2,45,1.57
2022-03-31 15:00:00,42,14.3,159,3.49
2022-03-31 16:00:00,42,11.4,79,4.39
2022-03-31 17:00:00,42,13.9,309,3.18
2022-03-31 18:00:00,42,11.6,85,4.31
2022-03-31 19:00:00,42,11.3,91,1.66
2022-03-31 20:00:00,42,11.8,147,2.76
2022-03-31 21:00:00,42,10.8,160,2.28
2022-03-31 22:00:00,42,13.5,201,3.69
2022-03-31 23:00:00,42,12.0,241,4.44
